id,chemin,classe,r_channel_mean,r_channel_var,r_channel_std,r_channel_25p,r_channel_50p,r_channel_75p,r_channel_iqr,g_channel_mean,g_channel_var,g_channel_std,g_channel_25p,g_channel_50p,g_channel_75p,g_channel_iqr,b_channel_mean,b_channel_var,b_channel_std,b_channel_25p,b_channel_50p,b_channel_75p,b_channel_iqr,r_hist_0,r_hist_1,r_hist_2,r_hist_3,g_hist_0,g_hist_1,g_hist_2,g_hist_3,b_hist_0,b_hist_1,b_hist_2,b_hist_3
433,../data/images/train/dirty/1110.full.jpeg,dirty,94.64641998626374,1428.7252230423576,37.79848175578429,74.0,101.0,118.0,44.0,96.8833387388075,1384.4960421011974,37.208816725356876,74.0,102.0,119.0,45.0,85.76077570673925,2008.5899572343096,44.81729529137507,55.0,92.0,113.0,58.0,20.7,68.19,9.16,1.94,20.09,67.06,10.66,2.19,29.26,61.37,6.8,2.57
434,../data/images/train/dirty/WhatsApp Image 2020-08-15 at 8.07.14 AM.jpeg,dirty,119.33278541666667,3620.8290559497873,60.17332511960584,73.0,109.0,168.0,95.0,108.51297291666667,2940.7669525367664,54.22883875334937,69.0,102.0,136.0,67.0,98.64410208333334,2928.5166637562447,54.1157709337698,59.0,90.0,129.0,70.0,17.76,41.31,26.83,14.1,20.4,47.56,22.34,9.7,28.67,45.42,18.53,7.39
435,../data/images/train/dirty/WhatsApp Image 2020-12-26 at 12.39.54 AM (3).jpeg,dirty,93.11207916666666,3520.6236549270648,59.33484351481063,47.0,83.0,134.0,87.0,93.67013125,2815.036117857774,53.0569139496237,53.0,87.0,129.0,76.0,79.05674166666667,2662.9963053832635,51.60422759215822,41.0,69.0,107.0,66.0,37.83,34.44,20.32,7.41,33.18,40.99,20.74,5.09,45.26,37.32,13.98,3.44
436,../data/images/train/dirty/2457.full.jpeg,dirty,81.42332763671875,2623.0564292914105,51.215783009648604,41.0,73.0,107.0,66.0,85.956455078125,3028.1249182115225,55.02840101448999,40.0,76.0,117.0,77.0,76.49370849609375,2773.90376656932,52.66786274920713,36.0,63.0,107.0,71.0,41.92,40.38,14.41,3.29,40.41,39.92,14.33,5.34,50.86,31.99,13.63,3.51
437,../data/images/train/dirty/WhatsApp Image 2020-12-26 at 12.36.54 AM (1).jpeg,dirty,87.91128541666667,5638.040148472704,75.0868839976244,18.0,62.0,155.0,137.0,91.89923125,5609.597306075691,74.89724498321478,26.0,62.0,164.0,138.0,100.390775,6147.816965732706,78.40801595329846,35.0,69.0,166.0,131.0,50.3,15.28,23.73,10.69,50.37,15.87,19.3,14.47,47.87,17.45,18.54,16.14
438,../data/images/train/dirty/WhatsApp Image 2020-12-20 at 11.28.53 AM (5).jpeg,dirty,114.70651651337792,2537.587055152112,50.37446828654484,87.0,120.0,130.0,43.0,110.91718070652173,2630.1658212530892,51.28514230508763,74.0,118.0,129.0,55.0,101.46042380852843,3120.000246016039,55.85696237727253,59.0,106.0,126.0,67.0,14.71,54.0,24.02,7.27,18.48,52.47,21.93,7.12,27.57,51.05,14.44,6.94
439,../data/images/train/dirty/WhatsApp Image 2020-12-22 at 11.15.26 AM (1).jpeg,dirty,134.46177048494982,7541.305185661372,86.84068853746712,45.0,130.0,223.0,178.0,126.50050794314382,7008.482382685137,83.71667923828045,41.0,125.0,210.0,169.0,116.20019439799331,6726.096257905355,82.01278106432774,33.0,123.0,198.0,165.0,36.2,13.51,8.36,41.93,37.65,12.59,12.34,37.43,41.54,8.93,19.77,29.75
440,../data/images/train/dirty/5242.full.jpeg,dirty,162.34126787678767,1637.5866853011794,40.46710621358018,139.0,171.0,191.0,52.0,157.95915841584159,1374.7866157933863,37.07811505178474,139.0,168.0,180.0,41.0,156.70147139713973,1513.879458781085,38.90860391714261,133.0,170.0,180.0,47.0,1.31,17.65,57.33,23.7,0.73,21.34,67.65,10.28,1.09,22.64,67.31,8.96
441,../data/images/train/dirty/WhatsApp Image 2020-07-06 at 9.41.52 AM (3).jpeg,dirty,110.48003340757238,2345.603825537117,48.431434270906294,74.0,111.0,146.0,72.0,83.93569042316258,1444.501383951675,38.006596584694016,55.0,82.0,111.0,56.0,61.15048255382331,593.1047937537787,24.353742910562612,45.0,59.0,75.0,30.0,19.8,41.59,34.63,3.98,32.41,55.23,11.54,0.81,57.04,41.47,1.22,0.26
442,../data/images/train/dirty/BmoaWusCMAAU75W.jpeg,dirty,96.06238160291439,3651.7431622696795,60.42965465952689,48.0,86.0,134.0,86.0,95.32505009107469,3516.4879171195307,59.299982437767476,49.0,86.0,129.0,80.0,91.60716757741348,3932.4680597369456,62.70939371208229,41.0,81.0,124.0,83.0,35.44,36.79,18.73,9.04,34.18,40.11,16.66,9.05,39.98,36.52,13.41,10.09
443,../data/images/train/dirty/contenedor.jpg,dirty,133.57521203155818,4859.624954590151,69.71101028238044,67.0,143.0,195.0,128.0,128.6746449704142,5267.816165800977,72.5797228280804,67.0,118.0,198.0,131.0,120.24681952662722,6366.874193533504,79.79269511386055,43.0,110.0,195.0,152.0,22.79,21.77,28.8,26.64,23.5,28.97,19.82,27.71,37.74,15.94,19.81,26.51
444,../data/images/train/dirty/8763.jpeg,dirty,142.09602836879432,7781.404480680047,88.2122694452424,69.0,86.0,253.0,184.0,142.9184964539007,7922.41352738474,89.00794081083293,68.0,85.0,255.0,187.0,143.14232624113475,7862.0696439503035,88.66831251326656,71.0,88.0,255.0,184.0,19.63,38.38,3.33,38.66,19.41,39.15,3.14,38.3,17.82,40.9,3.11,38.16
445,../data/images/train/dirty/WhatsApp Image 2020-08-20 at 9.03.05 AM (1).jpeg,dirty,139.21643281366,2713.1684834889893,52.08808389151005,110.0,145.0,169.0,59.0,139.54038233110617,2499.5880648872303,49.99588047916778,109.0,145.0,169.0,60.0,139.81920935412026,3204.1715129606246,56.605401800187096,107.0,144.0,177.0,70.0,13.72,20.97,50.53,14.78,9.45,25.15,51.14,14.26,14.78,22.28,44.56,18.38
446,../data/images/train/dirty/CxqicF5WgAARkSg.jpeg,dirty,106.927258382643,3243.9203496827454,56.955424234068744,64.0,96.0,147.0,83.0,101.30445759368837,2962.421220761022,54.4281289478246,59.0,93.0,140.0,81.0,86.52606015779092,3658.6660861541727,60.48690838647792,38.0,67.0,135.0,97.0,24.36,41.25,26.5,7.89,28.58,39.6,27.5,4.32,47.11,25.18,23.35,4.36
447,../data/images/train/dirty/4400.full.jpeg,dirty,93.83231739171732,1161.8561613707673,34.086011227052765,71.0,91.0,107.0,36.0,84.28906724924012,1010.6536480471491,31.790779292857057,65.0,77.0,94.0,29.0,74.59268498290274,1232.5541517051902,35.10775059306976,52.0,67.0,90.0,38.0,16.36,73.82,7.43,2.39,23.0,69.03,6.19,1.78,43.98,49.51,4.91,1.61
448,../data/images/train/dirty/WhatsApp Image 2020-12-29 at 5.02.34 PM (3).jpeg,dirty,110.26745382585752,6436.974438108025,80.23075743197259,51.0,89.0,208.0,157.0,105.59858509234829,5654.312728209116,75.19516426080281,52.0,89.0,195.0,143.0,116.15898416886543,6717.24845094698,81.9588216786148,58.0,95.0,213.0,155.0,32.23,31.16,10.11,26.5,32.47,32.49,9.28,25.77,27.77,31.6,13.6,27.03
449,../data/images/train/dirty/WhatsApp Image 2020-12-26 at 12.39.50 AM.jpeg,dirty,116.44469791666667,4846.398083346245,69.61607632828961,55.0,107.0,190.0,135.0,123.48007083333333,4094.793006994983,63.99056967237425,65.0,121.0,187.0,122.0,118.10703541666666,4860.953337169579,69.72053741308639,55.0,108.0,186.0,131.0,29.38,29.97,16.12,24.53,24.28,27.98,25.22,22.52,30.33,25.11,24.83,19.73
450,../data/images/train/dirty/WhatsApp Image 2020-07-22 at 8.09.15 AM (1).jpeg,dirty,77.7501282051282,2538.5251972222227,50.38377910818345,36.0,69.0,112.0,76.0,59.90929487179487,1787.3064520668968,42.27654730541387,26.0,49.0,86.0,60.0,45.31483727810651,983.0420855750995,31.35350196668786,25.0,37.0,59.0,34.0,47.08,35.88,14.96,2.07,57.89,34.96,6.34,0.82,78.44,19.3,1.87,0.39
451,../data/images/train/dirty/WhatsApp Image 2020-09-27 at 5.35.13 PM (2).jpeg,dirty,116.68890047823218,1840.4277277240988,42.900206616333435,83.0,105.0,151.0,68.0,113.61952259234829,1830.4409072918702,42.78365233698346,82.0,101.0,146.0,64.0,108.88686593007915,1994.308234653198,44.65767833926432,73.0,97.0,143.0,70.0,5.27,56.65,33.65,4.42,6.71,58.14,30.66,4.49,11.56,54.73,29.34,4.37
452,../data/images/train/dirty/WhatsApp Image 2020-12-26 at 12.40.52 AM (7).jpeg,dirty,93.90542316258352,4414.638922705121,66.44274921091933,33.0,77.0,152.0,119.0,90.26224665924276,4128.613757313325,64.2542897969725,35.0,70.0,144.0,109.0,82.28635857461025,4032.1269686999326,63.49903124221607,29.0,63.0,133.0,104.0,44.56,21.38,25.02,9.04,45.89,23.27,22.97,7.86,50.3,22.95,20.18,6.58
453,../data/images/train/dirty/WhatsApp Image 2020-08-24 at 7.55.39 AM.jpeg,dirty,136.6074292615597,1376.1278447370598,37.09619717352521,101.0,144.0,164.0,63.0,104.78769151138717,847.2808843879266,29.10808967259663,79.0,107.0,125.0,46.0,45.38825396825397,349.6378854951964,18.698606512122673,32.0,44.0,57.0,25.0,0.07,38.88,56.76,4.29,5.1,73.93,20.01,0.95,84.09,15.88,0.03,0.0
454,../data/images/train/dirty/WhatsApp Image 2020-05-08 at 2.21.54 PM (1).jpeg,dirty,125.44163333333333,3941.6284391655563,62.78238956240481,71.0,131.0,176.0,105.0,116.90573125,3568.9723738194402,59.74087690869159,66.0,119.0,163.0,97.0,108.32662708333334,3217.5920626651014,56.72382270849789,61.0,108.0,150.0,89.0,22.17,26.7,36.5,14.63,23.96,29.84,35.81,10.39,26.12,33.95,32.02,7.92
455,../data/images/train/dirty/WhatsApp Image 2020-12-26 at 4.27.40 PM (2).jpeg,dirty,127.1124863238512,2492.188006017318,49.92181893738767,95.0,124.0,159.0,64.0,137.34302789934355,2156.508286455459,46.4382201043005,108.0,136.0,171.0,63.0,140.46032002188184,3956.350827031064,62.899529624879264,94.0,130.0,201.0,107.0,11.4,42.74,33.11,12.75,6.39,38.83,42.79,11.99,13.45,36.12,13.32,37.12
456,../data/images/train/dirty/WhatsApp Image 2020-10-14 at 1.29.31 PM.jpeg,dirty,134.74242892976588,3544.1189121604984,59.532502989211686,81.0,134.0,179.0,98.0,127.33695808946489,2908.7313364407596,53.93265556637054,82.0,128.0,168.0,86.0,119.12224446070235,2872.680701672263,53.597394541826965,68.0,122.0,159.0,91.0,13.0,34.61,35.21,17.18,13.7,36.1,37.92,12.28,20.95,31.59,39.74,7.72
457,../data/images/train/dirty/WhatsApp Image 2020-10-04 at 10.57.59 AM (1).jpeg,dirty,117.81333509142054,2851.0961195809027,53.39565637372485,74.0,120.0,161.0,87.0,116.15500050231063,2686.55312661744,51.831970120934436,80.0,112.0,159.0,79.0,110.79504862994776,2954.9319148110894,54.35928545162353,67.0,103.0,155.0,88.0,16.63,38.01,37.92,7.43,15.89,42.27,35.01,6.82,21.61,40.12,30.7,7.57
458,../data/images/train/dirty/WhatsApp Image 2020-12-26 at 12.40.52 AM (5).jpeg,dirty,121.98523541666667,3747.6779049237466,61.218280806665476,71.0,123.0,174.0,103.0,121.39195625,3655.0393057147535,60.45692107372615,69.0,129.0,168.0,99.0,122.85778541666667,3777.992485428954,61.46537631405956,68.0,130.0,170.0,102.0,20.06,32.16,33.44,14.35,21.68,27.94,38.98,11.4,22.46,26.87,38.97,11.71
459,../data/images/train/dirty/WhatsApp Image 2020-12-26 at 6.48.52 PM.jpeg,dirty,139.62450274725273,3450.5117243406517,58.74105654770479,98.0,145.0,178.0,80.0,147.23617307692308,3059.103203046967,55.30916020920013,110.0,156.0,181.0,71.0,121.30277472527473,3750.9701516415594,61.24516431230762,74.0,114.0,166.0,92.0,13.52,24.71,43.9,17.86,10.07,21.82,49.39,18.72,19.63,38.16,28.5,13.71
460,../data/images/train/dirty/00511_01.jpg,dirty,128.4840111111111,2558.651627688766,50.58311603379892,98.0,117.0,179.0,81.0,130.2083722222222,2529.2006865725616,50.29115912933964,100.0,117.0,182.0,82.0,127.46798333333334,2980.74845826639,54.59623117273197,93.0,114.0,184.0,91.0,10.43,47.82,24.46,17.29,8.93,49.19,22.95,18.93,13.37,45.72,20.36,20.55
461,../data/images/train/dirty/WhatsApp Image 2020-05-20 at 5.30.07 PM (1).jpeg,dirty,119.4723887587822,1358.513718493675,36.85802108759605,106.0,121.0,132.0,26.0,118.59120608899298,1403.5767946421488,37.464340307045966,103.0,120.0,130.0,27.0,112.82863387978142,1458.360891264083,38.18849160760455,94.0,113.0,125.0,31.0,6.6,59.06,30.45,3.9,5.88,63.64,26.16,4.32,7.5,71.92,16.62,3.96
462,../data/images/train/dirty/WhatsApp Image 2020-12-29 at 5.02.34 PM (1).jpeg,dirty,96.16084432717678,4794.868436490277,69.2449885297866,58.0,81.0,133.0,75.0,95.24160290237467,4678.376007984793,68.39865501590505,56.0,81.0,130.0,74.0,92.63463060686016,4636.692771697321,68.09326524478996,55.0,76.0,125.0,70.0,31.69,41.97,13.32,13.03,32.82,41.45,12.79,12.95,35.15,40.53,12.03,12.29
463,../data/images/train/dirty/WhatsApp Image 2020-12-26 at 12.40.51 AM (2).jpeg,dirty,105.46623958333333,3035.182539400934,55.09249077143757,65.0,108.0,142.0,77.0,112.40356458333333,3027.5522210437452,55.02319711761345,73.0,116.0,147.0,74.0,114.48024375,3683.1302888572527,60.688798709953495,70.0,119.0,154.0,84.0,24.36,42.27,26.73,6.64,20.49,39.63,29.34,10.54,22.48,33.75,33.28,10.48
464,../data/images/train/dirty/WhatsApp Image 2020-08-25 at 12.48.12 PM (7).jpeg,dirty,124.75477259126272,2917.122936528178,54.01039655962709,90.0,128.0,145.0,55.0,124.50812687013764,2488.0608495733723,49.880465611032264,91.0,123.0,141.0,50.0,122.33700478755236,2548.877286540372,50.48640694821104,92.0,123.0,137.0,45.0,11.3,38.49,41.25,8.96,5.62,48.74,36.77,8.86,9.18,48.73,33.2,8.89
465,../data/images/train/dirty/contenedorasdfsdf.jpg,dirty,133.57521203155818,4859.624954590151,69.71101028238044,67.0,143.0,195.0,128.0,128.6746449704142,5267.816165800977,72.5797228280804,67.0,118.0,198.0,131.0,120.24681952662722,6366.874193533504,79.79269511386055,43.0,110.0,195.0,152.0,22.79,21.77,28.8,26.64,23.5,28.97,19.82,27.71,37.74,15.94,19.81,26.51
466,../data/images/train/dirty/imm_demorara_cuatro_o_cinco_dias_en_levantar_basura_de_los_contenedores.jpg,dirty,114.49441102756892,6429.248339690707,80.1825937450935,29.0,114.0,194.0,165.0,116.44500835421888,5954.492690204609,77.16535939270035,36.0,119.0,191.0,155.0,109.67288220551379,6241.6804876828655,79.00430676667484,24.0,111.0,186.0,162.0,38.5,15.93,18.88,26.69,38.3,14.13,22.82,24.74,39.44,15.02,25.02,20.53
467,../data/images/train/dirty/WhatsApp Image 2020-12-24 at 12.57.42 PM.jpeg,dirty,101.9772034368071,5040.043047389877,70.99326057725393,28.0,112.0,164.0,136.0,97.43164079822617,4932.017444536164,70.22832366315006,25.0,108.0,154.0,129.0,89.11913802660754,4442.840997372301,66.65463972877133,23.0,92.0,140.0,117.0,37.24,18.76,31.95,12.06,39.62,19.56,30.93,9.89,42.84,24.7,24.87,7.58
468,../data/images/train/dirty/4d7b8b72cd8cfd0b7cad769e3929e0cc37ba3581.temp.jpeg,dirty,105.24635460992907,3717.657323590563,60.97259485695654,53.0,102.0,149.0,96.0,108.50879432624113,3735.407766631458,61.11798235078984,58.0,103.0,151.0,93.0,109.03387234042553,4235.840044153915,65.0833315385277,53.0,104.0,154.0,101.0,28.52,37.69,23.92,9.86,27.04,37.91,23.67,11.37,28.92,34.96,23.44,12.68
469,../data/images/train/dirty/WhatsApp Image 2020-12-26 at 12.38.06 AM (4).jpeg,dirty,140.98411458333334,2418.3166414035377,49.176382963812394,108.0,151.0,172.0,64.0,140.74298958333333,1951.0978977290583,44.171233826202524,112.0,149.0,170.0,58.0,129.3584625,2086.809762969428,45.68161296374536,99.0,137.0,160.0,61.0,9.09,24.09,54.16,12.66,6.09,28.01,56.38,9.52,10.48,32.34,51.05,6.14
470,../data/images/train/dirty/e8e1d8c9b1181d47b72c23e4afad5919a4b88518.temp.jpeg,dirty,129.0513829787234,2459.97614702354,49.598146608754845,90.0,132.0,166.0,76.0,130.849914893617,2347.899048928927,48.45512407299074,96.0,135.0,164.0,68.0,130.14172340425532,3189.117680434133,56.47227355467577,82.0,138.0,167.0,85.0,10.94,34.94,43.06,11.05,9.81,33.47,46.65,10.07,16.3,27.28,43.14,13.28
471,../data/images/train/dirty/216f8867d7bddce25fb42080ce1da98a25160ea2.temp.jpeg,dirty,110.57478014184397,5404.798563958755,73.51733512552502,44.0,99.0,173.0,129.0,113.23041134751773,4974.262768766963,70.5284536110566,50.0,104.0,169.0,119.0,98.3995744680851,4968.181248045872,70.48532647328713,41.0,78.0,157.0,116.0,38.12,19.33,27.7,14.85,35.54,20.1,30.18,14.18,41.0,23.66,24.79,10.56
472,../data/images/train/dirty/WhatsApp Image 2020-07-11 at 5.57.47 PM (13).jpeg,dirty,129.07330588235294,3962.5804419338865,62.949030508292076,83.0,130.0,177.0,94.0,129.18263529411766,3980.250824741499,63.08922907074946,85.0,127.0,176.0,91.0,127.24923529411765,4213.165877846597,64.90890445729767,74.0,127.0,176.0,102.0,18.93,29.32,33.22,18.53,17.57,32.62,31.04,18.78,20.72,29.78,30.42,19.07
473,../data/images/train/dirty/WhatsApp Image 2020-08-25 at 12.56.49 PM (4).jpeg,dirty,128.83406098406098,1515.6474261279513,38.93131677875732,107.0,119.0,143.0,36.0,122.17926888426888,1526.0920657163356,39.06522834588754,98.0,116.0,129.0,31.0,112.35842342342342,1426.8118687548777,37.773163340589804,88.0,109.0,121.0,33.0,1.5,63.11,25.84,9.55,1.6,72.09,17.65,8.66,5.63,73.78,14.15,6.44
474,../data/images/train/dirty/848.full.jpeg,dirty,142.78007443745932,5173.373829453068,71.92616929500046,88.0,170.0,201.0,113.0,143.94258244832358,4201.49272258818,64.81892256577689,97.0,167.0,191.0,94.0,142.18206119537354,5165.556596699601,71.8718066887121,80.0,164.0,190.0,110.0,20.66,17.77,27.86,33.71,19.16,10.68,45.93,24.24,21.87,11.76,42.54,23.83
475,../data/images/train/dirty/WhatsApp Image 2020-08-25 at 12.48.12 PM (14).jpeg,dirty,122.37143982356648,1848.816793011973,42.99786963341292,100.0,127.0,148.0,48.0,124.53104284814114,1365.6729745898465,36.95501284791884,105.0,123.0,145.0,40.0,108.62652173913044,1436.7241938878387,37.904144811456156,84.0,107.0,129.0,45.0,13.09,37.46,44.94,4.52,6.08,49.21,39.95,4.75,10.3,63.07,23.42,3.22
476,../data/images/train/dirty/3004.full.jpeg,dirty,126.31583488855782,3549.927931819638,59.58127165326063,81.0,125.0,171.0,90.0,125.18424237205775,3449.707035447536,58.73420668952238,84.0,122.0,164.0,80.0,119.24876299580289,3922.366175991685,62.62879669921565,68.0,119.0,158.0,90.0,17.16,34.51,32.09,16.23,16.22,37.48,31.41,14.89,22.77,33.88,29.35,14.0
477,../data/images/train/dirty/Czk22OOWgAACFQn.jpg,dirty,112.09871851851852,3457.0113953948426,58.79635529005895,70.0,105.0,157.0,87.0,114.33694444444444,3355.6604647376553,57.92806284295769,75.0,108.0,158.0,83.0,111.46001111111111,3713.1058157035804,60.935259215856135,68.0,105.0,159.0,91.0,22.68,41.62,24.19,11.51,20.32,42.67,25.81,11.21,23.57,39.73,25.55,11.15
478,../data/images/train/dirty/WhatsApp Image 2020-07-27 at 9.02.34 AM.jpeg,dirty,114.01716097308488,3002.8390145072126,54.79816616007522,81.0,108.0,126.0,45.0,100.88008022774328,2028.466548337248,45.03850073367505,75.0,102.0,117.0,42.0,85.62701863354037,1679.4731882129026,40.98137611419244,59.0,89.0,108.0,49.0,14.61,60.78,12.97,11.64,18.27,61.86,16.32,3.55,29.11,62.3,6.44,2.14
479,../data/images/train/dirty/5220.full.jpeg,dirty,144.03843509350935,3305.8408082221345,57.4964417005273,107.0,139.0,186.0,79.0,141.29592959295928,3538.9530747409176,59.489100470093824,103.0,135.0,187.0,84.0,137.3768289328933,3562.7423646418038,59.688712204585244,98.0,134.0,177.0,79.0,8.78,29.73,39.59,21.9,9.98,31.95,35.33,22.74,10.89,33.96,35.57,19.58
480,../data/images/train/dirty/WhatsApp Image 2020-12-26 at 2.19.44 PM (3).jpeg,dirty,73.33646041666667,2404.892783971349,49.03970619784899,31.0,57.0,108.0,77.0,56.81649791666667,1764.141595735412,42.001685629691245,24.0,44.0,77.0,53.0,42.20692708333333,1385.5221415988503,37.22260256348084,21.0,33.0,45.0,24.0,53.21,34.69,9.43,2.67,61.1,33.76,3.13,2.01,86.76,9.1,2.53,1.61
481,../data/images/train/dirty/WhatsApp Image 2020-12-20 at 11.28.53 AM (4).jpeg,dirty,145.16059573578596,2463.910490364164,49.63779296427435,119.0,157.0,178.0,59.0,151.74531929347827,2316.9383311950833,48.13458560323422,130.0,165.0,180.0,50.0,137.55103156354514,2410.002295445076,49.09177421366105,111.0,149.0,171.0,60.0,8.62,21.31,58.7,11.36,7.47,16.04,62.77,13.72,9.84,26.2,56.1,7.85
482,../data/images/train/dirty/3931.full.jpeg,dirty,135.27144290123456,2423.7254622698874,49.23134633818059,112.0,133.0,156.0,44.0,121.57155864197532,2180.2818238052027,46.69348802354781,97.0,122.0,142.0,45.0,101.21939814814814,2121.3222656871576,46.05781438243849,73.0,104.0,120.0,47.0,8.07,34.39,43.18,14.36,12.22,44.94,35.33,7.51,21.02,59.31,15.39,4.29
483,../data/images/train/dirty/fe4399b2eb6d14378d93f573197217a809bef31a.temp.jpeg,dirty,100.24829787234043,1275.0801779538251,35.708264840983595,81.0,98.0,116.0,35.0,98.73340425531914,1081.0324586238116,32.87905805560451,82.0,97.0,114.0,32.0,94.66740425531916,1143.4224439004074,33.81453007067239,78.0,92.0,110.0,32.0,10.14,76.76,10.5,2.6,9.08,81.95,6.61,2.36,11.39,80.31,6.07,2.23
484,../data/images/train/dirty/b881c47fa19dc6c21b05fb992dfd54a634bcf51a.temp.jpeg,dirty,138.46453900709218,3193.556146773301,56.511557638887474,86.0,150.0,185.0,99.0,135.5264680851064,2832.5530157525272,53.22173443014167,88.0,142.0,179.0,91.0,132.76524822695035,3626.7254589809363,60.22230034614201,71.0,142.0,186.0,115.0,10.94,29.22,41.36,18.47,9.98,32.45,42.31,15.27,19.64,24.3,35.47,20.6
485,../data/images/train/dirty/WhatsApp Image 2020-12-26 at 12.39.51 AM.jpeg,dirty,87.438975,3291.9585967827093,57.375592343632576,41.0,70.0,128.0,87.0,78.8715,2622.736962749999,51.21266408565365,40.0,63.0,109.0,69.0,68.15106666666667,2892.0825496955554,53.77808614757088,22.0,54.0,98.0,76.0,44.72,30.02,18.61,6.64,50.74,32.41,12.25,4.61,56.36,29.36,10.47,3.81
486,../data/images/train/dirty/WhatsApp Image 2020-10-14 at 1.29.29 PM.jpeg,dirty,136.34699153428093,2720.39411244788,52.15739748537958,101.0,147.0,171.0,70.0,128.08639684364547,2544.101577704972,50.43908779612268,92.0,140.0,161.0,69.0,113.7983079013378,2526.283959720414,50.26215235861287,75.0,123.0,146.0,71.0,12.53,26.03,50.7,10.74,15.58,26.18,51.84,6.41,21.56,31.81,42.58,4.04
487,../data/images/train/dirty/WhatsApp Image 2020-12-24 at 12.57.07 PM.jpeg,dirty,93.88312084257207,4574.949692921096,67.63837441069305,33.0,75.0,159.0,126.0,98.9199667405765,4355.821787582042,65.99864989211554,39.0,83.0,161.0,122.0,93.06249168514412,4052.238669622991,63.65719652657499,36.0,77.0,154.0,118.0,44.12,20.36,27.27,8.26,38.54,24.17,28.89,8.4,39.94,25.4,29.03,5.63
488,../data/images/train/dirty/WhatsApp Image 2020-12-22 at 11.15.26 AM (2).jpeg,dirty,138.0410493311037,6382.896809935697,79.89303355071516,49.0,177.0,206.0,157.0,128.47189381270903,5818.524845493739,76.27925566950519,46.0,164.0,193.0,147.0,118.60800794314382,5668.689446324353,75.29069960044437,33.0,153.0,182.0,149.0,31.27,9.75,18.56,40.42,32.21,9.64,31.26,26.89,33.94,8.64,43.11,14.31
